slug,title,level,requirements_detected,pdf,md,raw_txt,error
fabricacion-de-jabon-avanzado,fabricacion de jabon avanzado,3,14,/Users/abner/Downloads/S3/honors_pdf/fabricacion_de_jabon_avanzado.pdf,/Users/abner/Documents/development/sacdia/docs/working/honors-especialidades/md/fabricacion-de-jabon-avanzado.md,/Users/abner/Documents/development/sacdia/docs/working/honors-especialidades/raw/fabricacion-de-jabon-avanzado.txt,
faros,faros,1,12,/Users/abner/Downloads/S3/honors_pdf/faros.pdf,/Users/abner/Documents/development/sacdia/docs/working/honors-especialidades/md/faros.md,/Users/abner/Documents/development/sacdia/docs/working/honors-especialidades/raw/faros.txt,
faros-avanzado,faros avanzado,3,12,/Users/abner/Downloads/S3/honors_pdf/faros_avanzado.pdf,/Users/abner/Documents/development/sacdia/docs/working/honors-especialidades/md/faros-avanzado.md,/Users/abner/Documents/development/sacdia/docs/working/honors-especialidades/raw/faros-avanzado.txt,
fauna-marina,fauna marina,1,11,/Users/abner/Downloads/S3/honors_pdf/fauna_marina.pdf,/Users/abner/Documents/development/sacdia/docs/working/honors-especialidades/md/fauna-marina.md,/Users/abner/Documents/development/sacdia/docs/working/honors-especialidades/raw/fauna-marina.txt,
filatelia,filatelia,2,10,/Users/abner/Downloads/S3/honors_pdf/filatelia.pdf,/Users/abner/Documents/development/sacdia/docs/working/honors-especialidades/md/filatelia.md,/Users/abner/Documents/development/sacdia/docs/working/honors-especialidades/raw/filatelia.txt,
filatelia-avanzado,filatelia avanzado,3,7,/Users/abner/Downloads/S3/honors_pdf/filatelia_avanzado.pdf,/Users/abner/Documents/development/sacdia/docs/working/honors-especialidades/md/filatelia-avanzado.md,/Users/abner/Documents/development/sacdia/docs/working/honors-especialidades/raw/filatelia-avanzado.txt,
filigrana-en-papel,filigrana en papel,2,7,/Users/abner/Downloads/S3/honors_pdf/filigrana_en_papel.pdf,/Users/abner/Documents/development/sacdia/docs/working/honors-especialidades/md/filigrana-en-papel.md,/Users/abner/Documents/development/sacdia/docs/working/honors-especialidades/raw/filigrana-en-papel.txt,
filigrana-en-papel-avanzado,filigrana en papel avanzado,2,4,/Users/abner/Downloads/S3/honors_pdf/filigrana_en_papel_avanzado.pdf,/Users/abner/Documents/development/sacdia/docs/working/honors-especialidades/md/filigrana-en-papel-avanzado.md,/Users/abner/Documents/development/sacdia/docs/working/honors-especialidades/raw/filigrana-en-papel-avanzado.txt,
fisica,fisica,2,11,/Users/abner/Downloads/S3/honors_pdf/fisica.pdf,/Users/abner/Documents/development/sacdia/docs/working/honors-especialidades/md/fisica.md,/Users/abner/Documents/development/sacdia/docs/working/honors-especialidades/raw/fisica.txt,
fisiologia-vegetal,fisiologia vegetal,2,9,/Users/abner/Downloads/S3/honors_pdf/fisiologia_vegetal.pdf,/Users/abner/Documents/development/sacdia/docs/working/honors-especialidades/md/fisiologia-vegetal.md,/Users/abner/Documents/development/sacdia/docs/working/honors-especialidades/raw/fisiologia-vegetal.txt,
flores,flores,2,6,/Users/abner/Downloads/S3/honors_pdf/flores.pdf,/Users/abner/Documents/development/sacdia/docs/working/honors-especialidades/md/flores.md,/Users/abner/Documents/development/sacdia/docs/working/honors-especialidades/raw/flores.txt,
flores-avanzado,flores avanzado,3,12,/Users/abner/Downloads/S3/honors_pdf/flores_avanzado.pdf,/Users/abner/Documents/development/sacdia/docs/working/honors-especialidades/md/flores-avanzado.md,/Users/abner/Documents/development/sacdia/docs/working/honors-especialidades/raw/flores-avanzado.txt,
flores-fuxico,flores fuxico,1,6,/Users/abner/Downloads/S3/honors_pdf/flores_fuxico.pdf,/Users/abner/Documents/development/sacdia/docs/working/honors-especialidades/md/flores-fuxico.md,/Users/abner/Documents/development/sacdia/docs/working/honors-especialidades/raw/flores-fuxico.txt,
floricultura,floricultura,1,11,/Users/abner/Downloads/S3/honors_pdf/floricultura.pdf,/Users/abner/Documents/development/sacdia/docs/working/honors-especialidades/md/floricultura.md,/Users/abner/Documents/development/sacdia/docs/working/honors-especialidades/raw/floricultura.txt,
fogatas-y-cocina-al-aire-libre,fogatas y cocina al aire libre,2,14,/Users/abner/Downloads/S3/honors_pdf/fogatas_y_cocina_al_aire_libre.pdf,/Users/abner/Documents/development/sacdia/docs/working/honors-especialidades/md/fogatas-y-cocina-al-aire-libre.md,/Users/abner/Documents/development/sacdia/docs/working/honors-especialidades/raw/fogatas-y-cocina-al-aire-libre.txt,
fontaneria,fontaneria,3,7,/Users/abner/Downloads/S3/honors_pdf/fontaneria.pdf,/Users/abner/Documents/development/sacdia/docs/working/honors-especialidades/md/fontaneria.md,/Users/abner/Documents/development/sacdia/docs/working/honors-especialidades/raw/fontaneria.txt,
formacion-de-equipos-cristianos,formacion de equipos cristianos,2,13,/Users/abner/Downloads/S3/honors_pdf/formacion_de_equipos_cristianos.pdf,/Users/abner/Documents/development/sacdia/docs/working/honors-especialidades/md/formacion-de-equipos-cristianos.md,/Users/abner/Documents/development/sacdia/docs/working/honors-especialidades/raw/formacion-de-equipos-cristianos.txt,
fosiles,fosiles,2,6,/Users/abner/Downloads/S3/honors_pdf/fosiles.pdf,/Users/abner/Documents/development/sacdia/docs/working/honors-especialidades/md/fosiles.md,/Users/abner/Documents/development/sacdia/docs/working/honors-especialidades/raw/fosiles.txt,
fotografia,fotografia,2,6,/Users/abner/Downloads/S3/honors_pdf/fotografia.pdf,/Users/abner/Documents/development/sacdia/docs/working/honors-especialidades/md/fotografia.md,/Users/abner/Documents/development/sacdia/docs/working/honors-especialidades/raw/fotografia.txt,
fotografia-digital,fotografia digital,2,11,/Users/abner/Downloads/S3/honors_pdf/fotografia_digital.pdf,/Users/abner/Documents/development/sacdia/docs/working/honors-especialidades/md/fotografia-digital.md,/Users/abner/Documents/development/sacdia/docs/working/honors-especialidades/raw/fotografia-digital.txt,
frutas-pequenias,frutas pequenias,2,8,/Users/abner/Downloads/S3/honors_pdf/frutas_pequenias.pdf,/Users/abner/Documents/development/sacdia/docs/working/honors-especialidades/md/frutas-pequenias.md,/Users/abner/Documents/development/sacdia/docs/working/honors-especialidades/raw/frutas-pequenias.txt,
fruticultura,fruticultura,2,8,/Users/abner/Downloads/S3/honors_pdf/fruticultura.pdf,/Users/abner/Documents/development/sacdia/docs/working/honors-especialidades/md/fruticultura.md,/Users/abner/Documents/development/sacdia/docs/working/honors-especialidades/raw/fruticultura.txt,
futbol,futbol,2,11,/Users/abner/Downloads/S3/honors_pdf/futbol.pdf,/Users/abner/Documents/development/sacdia/docs/working/honors-especialidades/md/futbol.md,/Users/abner/Documents/development/sacdia/docs/working/honors-especialidades/raw/futbol.txt,
futbol-bandera,futbol bandera,2,15,/Users/abner/Downloads/S3/honors_pdf/futbol_bandera.pdf,/Users/abner/Documents/development/sacdia/docs/working/honors-especialidades/md/futbol-bandera.md,/Users/abner/Documents/development/sacdia/docs/working/honors-especialidades/raw/futbol-bandera.txt,
futbol-de-botones,futbol de botones,1,10,/Users/abner/Downloads/S3/honors_pdf/futbol_de_botones.pdf,/Users/abner/Documents/development/sacdia/docs/working/honors-especialidades/md/futbol-de-botones.md,/Users/abner/Documents/development/sacdia/docs/working/honors-especialidades/raw/futbol-de-botones.txt,
futbol-sala,futbol sala,1,10,/Users/abner/Downloads/S3/honors_pdf/futbol_sala.pdf,/Users/abner/Documents/development/sacdia/docs/working/honors-especialidades/md/futbol-sala.md,/Users/abner/Documents/development/sacdia/docs/working/honors-especialidades/raw/futbol-sala.txt,
ganaderia,ganaderia,2,13,/Users/abner/Downloads/S3/honors_pdf/ganaderia.pdf,/Users/abner/Documents/development/sacdia/docs/working/honors-especialidades/md/ganaderia.md,/Users/abner/Documents/development/sacdia/docs/working/honors-especialidades/raw/ganaderia.txt,
gatos,gatos,1,12,/Users/abner/Downloads/S3/honors_pdf/gatos.pdf,/Users/abner/Documents/development/sacdia/docs/working/honors-especialidades/md/gatos.md,/Users/abner/Documents/development/sacdia/docs/working/honors-especialidades/raw/gatos.txt,
gatos-avanzado,gatos avanzado,2,3,/Users/abner/Downloads/S3/honors_pdf/gatos_avanzado.pdf,/Users/abner/Documents/development/sacdia/docs/working/honors-especialidades/md/gatos-avanzado.md,/Users/abner/Documents/development/sacdia/docs/working/honors-especialidades/raw/gatos-avanzado.txt,
genealogia,genealogia,2,14,/Users/abner/Downloads/S3/honors_pdf/genealogia.pdf,/Users/abner/Documents/development/sacdia/docs/working/honors-especialidades/md/genealogia.md,/Users/abner/Documents/development/sacdia/docs/working/honors-especialidades/raw/genealogia.txt,
genealogia-avanzado,genealogia avanzado,3,11,/Users/abner/Downloads/S3/honors_pdf/genealogia_avanzado.pdf,/Users/abner/Documents/development/sacdia/docs/working/honors-especialidades/md/genealogia-avanzado.md,/Users/abner/Documents/development/sacdia/docs/working/honors-especialidades/raw/genealogia-avanzado.txt,
geocaching,geocaching,1,12,/Users/abner/Downloads/S3/honors_pdf/geocaching.pdf,/Users/abner/Documents/development/sacdia/docs/working/honors-especialidades/md/geocaching.md,/Users/abner/Documents/development/sacdia/docs/working/honors-especialidades/raw/geocaching.txt,
geocaching-avanzado,geocaching avanzado,2,18,/Users/abner/Downloads/S3/honors_pdf/geocaching_avanzado.pdf,/Users/abner/Documents/development/sacdia/docs/working/honors-especialidades/md/geocaching-avanzado.md,/Users/abner/Documents/development/sacdia/docs/working/honors-especialidades/raw/geocaching-avanzado.txt,
geocaching-geologico-avanzado,geocaching geologico avanzado,3,6,/Users/abner/Downloads/S3/honors_pdf/geocaching_geologico_avanzado.pdf,/Users/abner/Documents/development/sacdia/docs/working/honors-especialidades/md/geocaching-geologico-avanzado.md,/Users/abner/Documents/development/sacdia/docs/working/honors-especialidades/raw/geocaching-geologico-avanzado.txt,
geocaching-geolgico,geocaching geol¢gico,2,8,/Users/abner/Downloads/S3/honors_pdf/geocaching_geol¢gico.pdf,/Users/abner/Documents/development/sacdia/docs/working/honors-especialidades/md/geocaching-geolgico.md,/Users/abner/Documents/development/sacdia/docs/working/honors-especialidades/raw/geocaching-geolgico.txt,
geocaching-geolgico-avanzado,geocaching geol¢gico avanzado,3,6,/Users/abner/Downloads/S3/honors_pdf/geocaching_geol¢gico_avanzado.pdf,/Users/abner/Documents/development/sacdia/docs/working/honors-especialidades/md/geocaching-geolgico-avanzado.md,/Users/abner/Documents/development/sacdia/docs/working/honors-especialidades/raw/geocaching-geolgico-avanzado.txt,
geologia,geologia,1,4,/Users/abner/Downloads/S3/honors_pdf/geologia.pdf,/Users/abner/Documents/development/sacdia/docs/working/honors-especialidades/md/geologia.md,/Users/abner/Documents/development/sacdia/docs/working/honors-especialidades/raw/geologia.txt,
geologia-avanzado,geologia avanzado,2,4,/Users/abner/Downloads/S3/honors_pdf/geologia_avanzado.pdf,/Users/abner/Documents/development/sacdia/docs/working/honors-especialidades/md/geologia-avanzado.md,/Users/abner/Documents/development/sacdia/docs/working/honors-especialidades/raw/geologia-avanzado.txt,
gimnasia,gimnasia,2,4,/Users/abner/Downloads/S3/honors_pdf/gimnasia.pdf,/Users/abner/Documents/development/sacdia/docs/working/honors-especialidades/md/gimnasia.md,/Users/abner/Documents/development/sacdia/docs/working/honors-especialidades/raw/gimnasia.txt,
gimnasia-avanzado,gimnasia avanzado,2,6,/Users/abner/Downloads/S3/honors_pdf/gimnasia_avanzado.pdf,/Users/abner/Documents/development/sacdia/docs/working/honors-especialidades/md/gimnasia-avanzado.md,/Users/abner/Documents/development/sacdia/docs/working/honors-especialidades/raw/gimnasia-avanzado.txt,
globo-aerostatico,globo aerostatico,2,14,/Users/abner/Downloads/S3/honors_pdf/globo_aerostatico.pdf,/Users/abner/Documents/development/sacdia/docs/working/honors-especialidades/md/globo-aerostatico.md,/Users/abner/Documents/development/sacdia/docs/working/honors-especialidades/raw/globo-aerostatico.txt,
golf,golf,1,10,/Users/abner/Downloads/S3/honors_pdf/golf.pdf,/Users/abner/Documents/development/sacdia/docs/working/honors-especialidades/md/golf.md,/Users/abner/Documents/development/sacdia/docs/working/honors-especialidades/raw/golf.txt,
grabado-en-vidrio,grabado en vidrio,1,11,/Users/abner/Downloads/S3/honors_pdf/grabado_en_vidrio.pdf,/Users/abner/Documents/development/sacdia/docs/working/honors-especialidades/md/grabado-en-vidrio.md,/Users/abner/Documents/development/sacdia/docs/working/honors-especialidades/raw/grabado-en-vidrio.txt,
gramneas,gramneas,3,11,/Users/abner/Downloads/S3/honors_pdf/gramneas.pdf,/Users/abner/Documents/development/sacdia/docs/working/honors-especialidades/md/gramneas.md,/Users/abner/Documents/development/sacdia/docs/working/honors-especialidades/raw/gramneas.txt,
guitarra,guitarra,2,15,/Users/abner/Downloads/S3/honors_pdf/guitarra.pdf,/Users/abner/Documents/development/sacdia/docs/working/honors-especialidades/md/guitarra.md,/Users/abner/Documents/development/sacdia/docs/working/honors-especialidades/raw/guitarra.txt,
guitarra-avanzado,guitarra avanzado,3,8,/Users/abner/Downloads/S3/honors_pdf/guitarra_avanzado.pdf,/Users/abner/Documents/development/sacdia/docs/working/honors-especialidades/md/guitarra-avanzado.md,/Users/abner/Documents/development/sacdia/docs/working/honors-especialidades/raw/guitarra-avanzado.txt,
habilidad-matematica-i,habilidad matematica i,1,10,/Users/abner/Downloads/S3/honors_pdf/habilidad_matematica_i.pdf,/Users/abner/Documents/development/sacdia/docs/working/honors-especialidades/md/habilidad-matematica-i.md,/Users/abner/Documents/development/sacdia/docs/working/honors-especialidades/raw/habilidad-matematica-i.txt,
habilidad-matematica-ii,habilidad matematica ii,2,10,/Users/abner/Downloads/S3/honors_pdf/habilidad_matematica_ii.pdf,/Users/abner/Documents/development/sacdia/docs/working/honors-especialidades/md/habilidad-matematica-ii.md,/Users/abner/Documents/development/sacdia/docs/working/honors-especialidades/raw/habilidad-matematica-ii.txt,
habilidad-matematica-iii,habilidad matematica iii,3,11,/Users/abner/Downloads/S3/honors_pdf/habilidad_matematica_iii.pdf,/Users/abner/Documents/development/sacdia/docs/working/honors-especialidades/md/habilidad-matematica-iii.md,/Users/abner/Documents/development/sacdia/docs/working/honors-especialidades/raw/habilidad-matematica-iii.txt,
habilidad-matematica-iv,habilidad matematica iv,3,11,/Users/abner/Downloads/S3/honors_pdf/habilidad_matematica_iv.pdf,/Users/abner/Documents/development/sacdia/docs/working/honors-especialidades/md/habilidad-matematica-iv.md,/Users/abner/Documents/development/sacdia/docs/working/honors-especialidades/raw/habilidad-matematica-iv.txt,
helechos,helechos,2,7,/Users/abner/Downloads/S3/honors_pdf/helechos.pdf,/Users/abner/Documents/development/sacdia/docs/working/honors-especialidades/md/helechos.md,/Users/abner/Documents/development/sacdia/docs/working/honors-especialidades/raw/helechos.txt,
herencia,herencia,3,11,/Users/abner/Downloads/S3/honors_pdf/herencia.pdf,/Users/abner/Documents/development/sacdia/docs/working/honors-especialidades/md/herencia.md,/Users/abner/Documents/development/sacdia/docs/working/honors-especialidades/raw/herencia.txt,
herencia-adventista-afroamericana,herencia adventista afroamericana,1,15,/Users/abner/Downloads/S3/honors_pdf/herencia_adventista_afroamericana.pdf,/Users/abner/Documents/development/sacdia/docs/working/honors-especialidades/md/herencia-adventista-afroamericana.md,/Users/abner/Documents/development/sacdia/docs/working/honors-especialidades/raw/herencia-adventista-afroamericana.txt,
herencia-adventista-afroamericana-avanzado,herencia adventista afroamericana avanzado,2,2,/Users/abner/Downloads/S3/honors_pdf/herencia_adventista_afroamericana_avanzado.pdf,/Users/abner/Documents/development/sacdia/docs/working/honors-especialidades/md/herencia-adventista-afroamericana-avanzado.md,/Users/abner/Documents/development/sacdia/docs/working/honors-especialidades/raw/herencia-adventista-afroamericana-avanzado.txt,
herencia-cultural,herencia cultural,2,7,/Users/abner/Downloads/S3/honors_pdf/herencia_cultural.pdf,/Users/abner/Documents/development/sacdia/docs/working/honors-especialidades/md/herencia-cultural.md,/Users/abner/Documents/development/sacdia/docs/working/honors-especialidades/raw/herencia-cultural.txt,
